,utility,eiaid,name,label,enddate,demandrateunit,flatdemandunit,uri,sector,description,source,peakkwcapacitymax,peakkwcapacitymin,peakkwhuseagemax,peakkwhuseagemin,voltagecategory,phasewiring
8456,Stillwater Utilities Authority,18125,Residential Heat Pump Rate (RHP),562123df5457a35e5aa98901,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/562123df5457a35e5aa98901,Residential,"The application of this rate schedule is limited to residential consumers which use a heat pump for all heating and cooling needs within the residence. Service under this rate requires that the customer must be using a functional heat pump as the primary source of heating and cooling (HVAC) for the residence. 

Production Cost Adjustment (PCA): a factor determined by SEU and applied to the cost of energy used by the consumer to account for variations in the cost of generating or purchasing power may apply.",http://stillwater.org/document_center/SUA_Electric_Rates/RHP_R15_1_1_15.pdf,,,,,Secondary,Single Phase
8457,"City of Harmony, Minnesota (Utility Company)",8131,Residential Electric Service,539fbd49ec4f024c27d87a19,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbd49ec4f024c27d87a19,Residential,,http://www.harmony.mn.us/vertical/sites/%7BF58070D9-8755-4E19-AB36-50206B76B06C%7D/uploads/2013_Rates.pdf,,,,,,
8461,"City of Franklin, Virginia (Utility Company)",6715,Residential,562e52265457a3b314bc06b2,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/562e52265457a3b314bc06b2,Residential,Availability: This rate schedule is available for the supply and delivery of all of the electric service requirements of the Customer to be used exclusively for domestic purposes for individual (single family) private residences and individually metered apartment units.,,,,,,,
8462,Electrical Dist No2 Pinal Cnty,15048,Residential Solar Rate Schedule No. 5S,5636c1b45457a372121090ee,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5636c1b45457a372121090ee,Residential,"Eligibility:
This Rate is applicable to District customers served under Rate Schedule No. 5 who install a photovoltaic (PV) solar system having a nameplate rating of 10,000 watts or less. To be eligible the customer must sign a Solar Electrical Application and Agreement and comply with the installation and equipment specifications contained therein.
Special Meter Charge (one-time charge): $26.00
The kwh generated above usage will be purchased at $0.04/kwh",http://ed2.com/files/2015/04/Residential-Solar-Rate-Schedule-No.-5-S.pdf,,,,,,
8463,"City of Lakin, Kansas (Utility Company)",10628,Residential,539f6dbbec4f024411ecb961,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6dbbec4f024411ecb961,Residential,"Fixed monthly charge includes 85 kWh.


Electricity shall be provided to all territory served by the city. Residential electric service shall be supplied through one
metering point, and shall be used exclusively for domestic purposes. Electric service is for exclusive use of one customer, and is not to be resold or shared with others.",http://www.lakinkansas.org/index.php/about-lakin/organizations/17-public-works-dept/65-electric,,,,,,
8464,"Town of Reading, Massachusetts (Utility Company)",15748,Residential Time-of-Use Schedule A2 Rate,5647b0595457a3fe3785a255,,kW,,http://en.openei.org/apps/USURDB/rate/view/5647b0595457a3fe3785a255,Residential,"Controlled Water Heater Allowance: When a customer regularly uses an electric water heater of a type approved by the Department, 333 kWh will be credited to usage during the Off-Peak period and will be billed at $.03757 per kWh. All kWh used Off-Peak above 333 kWh will be charged at the regular Off-Peak rate. If less than 333 kWh are used Off-Peak then only that amount of kWh will be billed at $.03757 per kWh. Water heater with two elements shall be interlocked to prevent simultaneous operation. Service to the water heater will be controlled by a Department owned time switch in an approved outdoor socket.",http://www.rmld.com/sites/rmld/files/file/file/252_residential_time_of_use_schedule_mdpu_252.pdf,,,,,,Single Phase
8469,NSTAR Electric Company,54913,South Shore Residential R-1 Annual BS (32),564f6e3c5457a3a221c58358,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/564f6e3c5457a3a221c58358,Residential,"This rate is available for all domestic uses in a single private dwelling, in an individual apartment or in a residential condominium. Service under this rate to residential condominiums is available to the extent permitted by applicable regulations of the Massachusetts Department of Telecommunications and Energy. 

Annual service is defined as service where the kilowatt-hours used in the billing months ending between June 1st and September 30th are less than the kilowatt-hours used by the same Customer during the other eight billing months of the calendar year.","http://www.nstar.com/docs3/tariffs/390.pdf
http://www.nstar.com/docs3/tariffs/320.pdf
http://www.nstar.com/residential/rates_tariffs/basic_service.asp",,,,,Secondary,Single Phase
8510,"City of Fort Collins, Colorado (Utility Company)",6604,RESIDENTIAL ENERGY SERVICE,566885545457a3aa10b1cdd4,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/566885545457a3aa10b1cdd4,Residential,"The residential energy service, schedule R, shall be available
within the corporate limits of the City and the suburban fringe.

This schedule applies to residential customers for all domestic
uses, in single-family dwellings, individually metered apartments and home
occupations defined in Article 5 of the Land Use Code. This schedule may also
be applied to existing master-metered residential buildings served under this
schedule prior to January 1, 1980. Master metering is not available for new
or remodeled residential buildings with more than one (1) dwelling unit, unless
authorized by the Executive Director. This schedule does not apply to auxiliary
or standby service.",www.fcgov.com/utilities/residential/rates,,,,,,
8514,"City of Fort Collins, Colorado (Utility Company)",6604,RESIDENTIAL DEMAND SERVICE,5668860e5457a3bc78b1cdd4,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5668860e5457a3bc78b1cdd4,Residential,"This charge shall be in lieu of the distribution facilities charge. For all metered kilowatts in excess of the contracted amount, the standby distribution charge shall be three dollars and sixty-three cents ($3.63) per kilowatt.",http://www.fcgov.com/utilities/img/site_specific/uploads/Residential_rates_brochure_2015_Final_for_Web.pdf,,,,,,
8516,"City of Fort Collins, Colorado (Utility Company)",6604,RESIDENTIAL ENERGY SERVICE-Medical Assistance Program(Electrical Durable equipment),566886a35457a3c610b1cdd4,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/566886a35457a3c610b1cdd4,Residential,,http://www.fcgov.com/utilities/img/site_specific/uploads/Residential_rates_brochure_2015_Final_for_Web.pdf,,,,,,
8528,"Town of Reading, Massachusetts (Utility Company)",15748,Residential Schedule A Rate,5647adbb5457a3023885a255,,kW,,http://en.openei.org/apps/USURDB/rate/view/5647adbb5457a3023885a255,Residential,,http://www.rmld.com/sites/rmld/files/file/file/250_residential_services_a-rate_mdpu_250.pdf,,,,,,Single Phase
8530,Ohio Edison Co,13998,RS (Residential Service),56732bb15457a32b637bbfb4,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/56732bb15457a32b637bbfb4,Residential,"Available for residential service to installations served through one meter for each family unit in a residence or apartment.

When service is used through the same meter for both residential and commercial purposes the
applicable general service rate schedule shall apply. 

This rate schedule is not available for service to a commercial, institutional or industrial establishment. The hallways and other common facilities of an apartment building or apartment complex are to be billed on the appropriate general service rate",https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/Ohio/tariffs/OE-2015ElectricService.pdf,,,,,Secondary,
8536,"City of San Antonio, Texas (Utility Company)",16604,RE - Residential Service,567487a45457a36c3d7bbfb4,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/567487a45457a36c3d7bbfb4,Residential,"This rate is applicable to all alternating current service for residential purposes only, to any Customer whose entire residential requirements on the premises are supplied at one point of delivery through one meter.
Adj. Retail Fuel/Regulatory Adj. Factor for July 2012 
http://www.cpsenergy.com/Residential/Billing_Payments/Fuel_and_Regulatory_Charges/index.asp",https://cpsenergy.com/content/dam/corporate/en/Documents/Rate_ResidentialElectric.pdf,,,,,,
8540,Entergy Gulf States Louisiana LLC,55936,Residential Service (RS-G),568da89e5457a3d62eabca37,,,,http://en.openei.org/apps/USURDB/rate/view/568da89e5457a3d62eabca37,Residential,,,,,,,,
8541,The Toledo Edison Co,18997,RS (Residential Service),56902b575457a3e133abca30,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/56902b575457a3e133abca30,Residential,"Available for residential service to installations served through one meter for each family unit in a residence or apartment.

When service is used through the same meter for both residential and commercial purposes the
applicable general service rate schedule shall apply.

This rate schedule is not available for service to a commercial, institutional or industrial establishment. The hallways and other common facilities of an apartment building or apartment complex are to be billed on the appropriate general service rate.",https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/Ohio/tariffs/TE-2016-Electric-Service.pdf,,,,,Secondary,
8542,The Narragansett Electric Co,13214,A-16 (Residential Service),5696d6a65457a3ea11c53ea1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5696d6a65457a3ea11c53ea1,Residential,,"http://www.nationalgridus.com/narragansett/home/rates/4_a16.asp

http://www.nationalgridus.com/narragansett/non_html/rates_tariff.pdf",,,,,,
8543,The Narragansett Electric Co,13214,Residential Low income (A-60),5696d79c5457a38d16c53ea1,,,kW,http://en.openei.org/apps/USURDB/rate/view/5696d79c5457a38d16c53ea1,Residential,,"http://www.nationalgridus.com/narragansett/non_html/rates_tariff.pdf
http://www.nationalgridus.com/narragansett/non_html/SOS_Rates_Table_Residential.pdf",,,,,,
8544,NorthWestern Energy,13809,Rate 10: Residential Electric,569d6e295457a3b0693910b8,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/569d6e295457a3b0693910b8,Residential,,http://www.northwesternenergy.com/docs/default-source/documents/sd_ne_rates/sd_elec/SouthDakotaElectricRateSchedule.pdf,,,,,,Single and 3-Phase
8545,Cleveland Electric Illum Co,3755,RS (Residential Service),5696e5975457a30031c53ea3,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5696e5975457a30031c53ea3,Residential,Available for residential service to installations served through one meter for each family unit in a residence or apartment.,https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/Ohio/tariffs/CEI-2015ElectricService.pdf,,,,,Secondary,
8546,Jersey Central Power & Lt Co (New Jersey),9726,Residential Service,5696ee835457a3432ac53ea1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5696ee835457a3432ac53ea1,Residential,Service Classification RS is available for: (a) Individual Residential Structures; (b) separately metered residences in Multiple Residential Structures; (c) incidental use for non-residential purposes when included along with the residence; and/or (d) Auxiliary Residential Purposes whether metered separately from the residence or not.,https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/New%20Jersey/tariffs/BPU11PartIII-Effective12-1-2015.pdf,,,,,Secondary,Single and 3-Phase
8549,Jersey Central Power & Lt Co (New Jersey),9726,Residential TOD Service,569966dc5457a34732c53ea2,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/569966dc5457a34732c53ea2,Residential,Service Classification RT is available for: (a) Individual Residential Structures; (b) separately metered residences in Multiple Residential Structures; (c) incidental use for non-residential purposes when included along with the residence; and/or (d) Auxiliary Residential Purposes whether metered separately from the residence or not.,https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/New%20Jersey/tariffs/BPU11PartIII-Effective12-1-2015.pdf,,,,,Secondary,Single and 3-Phase
8557,West Penn Power Co,20387,Domestic Service Schedule 10 (Residential Service),56a26a5b5457a31e5c3910b8,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/56a26a5b5457a31e5c3910b8,Residential,"Available for single-phase service to a single-family residence served through one meter.

STATE TAX ADJUSTMENT SURCHARGE
A surcharge of -0.58% will apply to service rendered on or after January 1, 2014. 

Other adjustments are Default Service Support and Default Service charge.",https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/PA/tariffs/WPP-Tariff-40-with-Supp-10.pdf,,,,,,
8562,West Penn Power Co,20387,10 Residential Service TOU Rate,56a27b935457a317163910b8,,,,http://en.openei.org/apps/USURDB/rate/view/56a27b935457a317163910b8,Residential,"Time-Of-Use default service is available under this Rider, upon the terms and conditions set forth herein, to the Residential Customer Class that: (1) have had smart meters installed pursuant to the West Penn Power Smart Meter Technology Procurement and Installation Plan; and (2) affirmatively elect to receive service under this Rider and comply with its enrollment procedures. Customers that apply for service under this Rider must agree, as a condition of service hereunder, to allow the Company to share their Customer information as defined in the Company's Electric Generation Supplier Coordination Tariff with the EGS(s) that provides TOUDefault, subject to the requirements, restrictions and limitations, if any, of the Commission's applicable regulations dealing with the release of Customer information.",https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/PA/tariffs/WPP-Tariff-40-with-Supp-10.pdf,,,,,,
